cidade;estado;area;num_quartos;num_banheiros;garagem;num_andares;aceita_animais;mobilia;valor_aluguel;valor_condominio;valor_iptu;valor_seguro_incendio
Belo Horizonte;MG;55;2;1;1;2;Nao;Nao;1200;250;67;16
Rio De Janeiro;RJ;42;1;1;0;12;Sim;Sim;2300;600;167;30
Belo Horizonte;MG;132;3;3;2;2;Sim;Nao;1500;0;207;20
Belo Horizonte;MG;53;2;1;0;6;Sim;Nao;850;626;76;12
Sao Paulo;SP;998;7;10;4;1;Sim;Sim;15000;0;5000;226
Sao Paulo;SP;22;1;1;0;4;Nao;Sim;2410;350;0;31
Rio De Janeiro;RJ;35;1;1;0;12;Sim;Nao;850;350;60;11
Sao Paulo;SP;189;4;2;2;4;Sim;Nao;8000;1970;559;102
Sao Paulo;SP;375;4;5;3;1;Sim;Sim;9000;0;850;136
Sao Paulo;SP;65;2;1;1;3;Sim;Nao;1400;315;47;18
Sao Paulo;SP;462;4;6;4;1;Sim;Sim;8000;0;1081;121
Sao Paulo;SP;150;2;1;0;1;Sim;Nao;2285;180;100;29
Campinas;SP;350;2;2;2;1;Sim;Nao;4300;0;150;65
Sao Paulo;SP;260;4;5;4;15;Sim;Sim;7500;3471;0;96
Porto Alegre;RS;61;1;1;0;1;Sim;Nao;1100;80;160;17
Sao Paulo;SP;175;4;3;2;1;Sim;Nao;2890;0;0;44
Porto Alegre;RS;70;2;1;0;1;Sim;Sim;1800;270;23;27
Rio De Janeiro;RJ;60;2;1;1;10;Sim;Sim;1500;520;80;20
Campinas;SP;296;6;4;8;1;Sim;Nao;5200;0;375;79
Rio De Janeiro;RJ;96;2;2;1;10;Nao;Sim;2900;995;109;38
Sao Paulo;SP;150;4;2;3;2;Sim;Nao;7377;3030;800;94
Sao Paulo;SP;375;4;4;3;1;Sim;Nao;6400;0;75;97
Campinas;SP;70;3;1;1;1;Sim;Nao;1500;600;17;20
Sao Paulo;SP;127;4;3;2;4;Sim;Nao;4930;1040;472;63
Belo Horizonte;MG;67;2;2;2;3;Nao;Nao;2800;850;0;38
Sao Paulo;SP;50;1;2;1;1;Nao;Sim;3300;750;214;42
Rio De Janeiro;RJ;56;2;1;0;4;Sim;Nao;1500;502;0;20
Sao Paulo;SP;55;2;1;1;19;Sim;Sim;2100;608;84;27
Sao Paulo;SP;34;1;1;0;1;Nao;Nao;900;0;46;14
Campinas;SP;68;2;1;0;4;Nao;Nao;930;498;48;12
Sao Paulo;SP;80;2;1;0;4;Nao;Nao;1777;400;0;23
Campinas;SP;120;3;1;1;3;Nao;Nao;1800;650;80;23
Campinas;SP;50;1;1;1;10;Nao;Nao;1600;718;13;21
Campinas;SP;78;2;2;1;1;Sim;Nao;1200;432;127;16
Rio De Janeiro;RJ;90;2;2;1;9;Sim;Nao;3800;880;80;49
Belo Horizonte;MG;320;5;4;6;1;Nao;Nao;8000;0;584;132
Rio De Janeiro;RJ;560;5;6;4;14;Sim;Nao;2633;2190;1133;34
Rio De Janeiro;RJ;25;1;1;0;8;Sim;Nao;1850;600;25;24
Porto Alegre;RS;37;1;1;0;3;Sim;Nao;650;270;23;10
Rio De Janeiro;RJ;95;3;1;0;16;Sim;Nao;3600;1048;283;47
Sao Paulo;SP;130;3;3;2;7;Sim;Nao;1650;1400;414;21
Belo Horizonte;MG;270;5;4;6;1;Sim;Nao;3910;0;125;53
Belo Horizonte;MG;40;1;1;0;1;Nao;Nao;650;0;59;11
Belo Horizonte;MG;65;2;2;3;7;Sim;Nao;1450;366;110;20
Sao Paulo;SP;45;1;1;0;22;Nao;Nao;1015;350;33;13
Sao Paulo;SP;20;1;1;0;1;Nao;Sim;2060;0;0;27
Sao Paulo;SP;720;4;5;5;17;Sim;Nao;6500;6471;3520;83
Belo Horizonte;MG;80;3;2;2;1;Sim;Sim;2500;280;126;34
Belo Horizonte;MG;90;2;1;0;1;Sim;Nao;1000;0;39;14
Sao Paulo;SP;60;1;2;0;1;Sim;Nao;1062;0;1;16
Belo Horizonte;MG;45;1;1;1;4;Nao;Sim;3400;1550;198;46
Sao Paulo;SP;100;1;2;0;1;Nao;Nao;3100;4320;0;40
Belo Horizonte;MG;553;4;6;3;3;Nao;Nao;10870;2800;1459;145
Sao Paulo;SP;250;4;3;2;1;Sim;Nao;3900;0;475;59
Campinas;SP;92;3;2;3;17;Sim;Nao;3700;643;299;47
Sao Paulo;SP;98;1;2;0;27;Sim;Sim;15000;3177;130;191
Campinas;SP;114;3;2;1;4;Sim;Nao;1400;967;176;18
Sao Paulo;SP;27;1;1;1;6;Nao;Sim;1900;650;59;25
Porto Alegre;RS;225;1;2;0;1;Sim;Nao;3500;0;218;63
Sao Paulo;SP;30;1;1;0;3;Sim;Nao;1700;380;0;22
Porto Alegre;RS;135;3;3;4;5;Sim;Nao;4000;200;0;59
Campinas;SP;150;4;3;4;1;Nao;Nao;4000;750;334;61
Belo Horizonte;MG;190;4;2;0;10;Sim;Nao;5580;1000;417;75
Porto Alegre;RS;47;1;1;1;1;Nao;Sim;2200;400;0;33
Rio De Janeiro;RJ;120;3;1;1;1;Sim;Nao;1150;0;67;18
Sao Paulo;SP;90;3;2;1;4;Sim;Nao;2066;900;92;27
Sao Paulo;SP;350;4;5;2;1;Nao;Sim;7500;0;0;113
Sao Paulo;SP;160;3;4;2;1;Sim;Nao;4300;0;209;65
Rio De Janeiro;RJ;150;3;2;0;5;Sim;Nao;2500;1800;200;33
Rio De Janeiro;RJ;35;1;1;0;3;Sim;Nao;2000;790;86;26
Porto Alegre;RS;25;1;1;0;1;Nao;Nao;550;0;0;9
Sao Paulo;SP;240;4;4;4;26;Sim;Nao;13000;3250;1121;165
Sao Paulo;SP;150;4;2;2;13;Nao;Nao;4400;1700;37;56
Rio De Janeiro;RJ;20;1;1;0;1;Sim;Nao;700;0;0;10
Campinas;SP;85;3;2;1;4;Sim;Nao;1341;690;110;6
Sao Paulo;SP;50;2;1;1;6;Sim;Sim;1900;400;0;15
Sao Paulo;SP;197;3;3;2;8;Sim;Nao;6000;4200;1375;77
Sao Paulo;SP;70;3;2;1;7;Sim;Nao;2800;800;67;36
Rio De Janeiro;RJ;220;3;2;2;8;Sim;Nao;3500;1850;265;46
Belo Horizonte;MG;270;4;3;2;3;Sim;Nao;4800;1200;241;64
Porto Alegre;RS;100;3;2;2;2;Sim;Nao;2499;650;92;37
Sao Paulo;SP;195;4;6;3;12;Sim;Nao;8000;1400;750;102
Sao Paulo;SP;160;3;3;2;1;Sim;Nao;4200;0;342;64
Sao Paulo;SP;470;4;6;3;1;Sim;Nao;7200;0;1134;109
Campinas;SP;60;3;2;1;5;Sim;Nao;1200;366;0;16
Sao Paulo;SP;300;4;4;3;1;Sim;Nao;12900;0;584;194
Sao Paulo;SP;330;5;6;2;11;Sim;Nao;8950;800;250;114
Porto Alegre;RS;109;1;2;2;3;Sim;Sim;4300;496;87;63
Sao Paulo;SP;240;4;5;4;15;Sim;Sim;12000;3700;1000;153
Sao Paulo;SP;150;3;2;5;1;Sim;Nao;2300;0;;35
Sao Paulo;SP;200;3;2;1;2;Sim;Nao;4500;1750;375;58
Belo Horizonte;MG;140;4;3;1;2;Sim;Nao;2300;475;167;31
Sao Paulo;SP;106;2;2;2;1;Nao;Sim;10600;1170;334;135
Porto Alegre;RS;92;2;2;1;2;Sim;Sim;2100;645;2610;31
Sao Paulo;SP;35;1;1;1;7;Sim;Nao;2200;380;100;28
Sao Paulo;SP;70;3;2;1;3;Sim;Nao;2900;1200;25;37
Sao Paulo;SP;74;2;1;2;9;Sim;Sim;6600;1100;424;84
Sao Paulo;SP;69;2;2;2;5;Sim;Nao;1900;853;210;25
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;830;0;0;13
Porto Alegre;RS;450;5;3;6;1;Sim;Nao;4760;0;94;85
Rio De Janeiro;RJ;68;2;1;0;5;Sim;Nao;1000;593;400;13
Sao Paulo;SP;71;1;1;1;11;Sim;Nao;3000;1650;238;39
Rio De Janeiro;RJ;69;2;1;1;9;Sim;Sim;1370;500;56;18
Belo Horizonte;MG;32;1;1;1;9;Sim;Nao;1500;197;126;20
Sao Paulo;SP;57;2;1;1;8;Sim;Sim;1800;350;50;23
Sao Paulo;SP;28;1;1;0;1;Sim;Sim;2200;500;72;28
Sao Paulo;SP;39;1;1;0;8;Sim;Sim;2000;300;0;26
Porto Alegre;RS;140;3;3;0;2;Sim;Nao;1700;750;125;25
Sao Paulo;SP;160;3;3;2;1;Sim;Nao;4500;0;209;68
Sao Paulo;SP;235;3;3;1;3;Sim;Nao;5150;2585;575;66
Sao Paulo;SP;171;3;2;1;13;Sim;Nao;2200;1200;300;28
Rio De Janeiro;RJ;139;3;2;2;1;Sim;Nao;6000;2047;540;78
Belo Horizonte;MG;160;4;3;2;5;Sim;Nao;2300;763;230;31
Campinas;SP;60;2;1;1;1;Sim;Nao;800;485;60;11
Sao Paulo;SP;134;3;3;3;8;Sim;Nao;2125;1680;375;27
Belo Horizonte;MG;70;2;1;1;11;Sim;Nao;1300;897;125;18
Rio De Janeiro;RJ;57;2;1;0;1;Sim;Nao;1530;100;0;20
Sao Paulo;SP;240;3;3;4;6;Sim;Sim;5500;2600;1834;70
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;800;0;34;13
Rio De Janeiro;RJ;120;3;2;1;8;Sim;Nao;3550;1470;190;46
Porto Alegre;RS;200;3;3;4;2;Sim;Nao;1200;2900;260;18
Sao Paulo;SP;572;6;6;4;1;Sim;Sim;7800;0;2359;118
Sao Paulo;SP;145;2;2;1;1;Sim;Sim;4000;1463;0;51
Belo Horizonte;MG;70;2;1;2;1;Nao;Nao;1200;80;97;16
Rio De Janeiro;RJ;85;2;2;1;2;Sim;Sim;8000;3700;659;104
Belo Horizonte;MG;140;3;2;0;2;Nao;Nao;3000;0;202;40
Sao Paulo;SP;260;4;5;5;6;Sim;Nao;12500;3000;1667;159
Sao Paulo;SP;211;4;4;4;2;Sim;Nao;3390;1800;775;43
Campinas;SP;58;2;1;1;2;Sim;Nao;650;280;0;9
Rio De Janeiro;RJ;110;1;1;2;3;Sim;Nao;4500;1936;341;58
Sao Paulo;SP;72;2;2;0;10;Sim;Nao;1500;820;70;20
Sao Paulo;SP;700;4;7;8;1;Sim;Nao;45000;0;8750;677
Sao Paulo;SP;68;1;2;1;5;Sim;Nao;6000;1040;229;77
Rio De Janeiro;RJ;100;3;3;2;8;Sim;Nao;2700;1167;95;35
Sao Paulo;SP;240;3;2;0;7;Sim;Sim;6500;1717;444;83
Rio De Janeiro;RJ;104;3;1;0;6;Sim;Nao;3500;784;195;46
Campinas;SP;70;1;1;1;2;Sim;Sim;1600;290;70;21
Sao Paulo;SP;67;1;1;1;14;Sim;Sim;2600;920;72;33
Belo Horizonte;MG;160;4;2;5;1;Sim;Sim;3780;0;167;62
Belo Horizonte;MG;64;3;1;0;3;Nao;Nao;1400;215;27;19
Sao Paulo;SP;140;3;3;5;8;Nao;Sim;8000;2000;710;102
Campinas;SP;38;1;1;0;3;Nao;Nao;750;376;15;10
Sao Paulo;SP;34;1;1;0;12;Sim;Nao;2700;372;57;35
Sao Paulo;SP;54;2;1;0;7;Sim;Nao;2001;535;0;26
Sao Paulo;SP;54;1;1;1;1;Nao;Sim;7200;1050;250;92
Sao Paulo;SP;200;3;2;4;1;Sim;Nao;3500;0;500;53
Sao Paulo;SP;107;3;2;2;1;Sim;Nao;2600;1122;350;33
Rio De Janeiro;RJ;70;2;2;0;11;Sim;Nao;1550;879;77;20
Sao Paulo;SP;20;1;1;0;5;Sim;Sim;1800;602;130;23
Sao Paulo;SP;86;2;1;1;5;Sim;Nao;2340;1002;0;8
Rio De Janeiro;RJ;30;1;1;1;1;Sim;Nao;1480;0;25;20
Porto Alegre;RS;108;3;2;1;3;Sim;Sim;2000;826;89;30
Sao Paulo;SP;250;4;3;4;1;Sim;Nao;2700;0;154;41
Sao Paulo;SP;80;2;1;0;4;Sim;Nao;2200;740;92;28
Rio De Janeiro;RJ;73;2;1;1;8;Sim;Nao;1100;1022;0;15
Porto Alegre;RS;45;1;1;1;3;Sim;Nao;1205;250;72;18
Sao Paulo;SP;45;2;2;0;1;Nao;Nao;1650;0;84;25
Sao Paulo;SP;255;4;4;0;15;Sim;Sim;2500;4000;1484;32
Belo Horizonte;MG;217;4;3;4;12;Sim;Nao;6000;2644;1177;80
Sao Paulo;SP;70;1;1;0;2;Sim;Nao;1870;472;0;24
Sao Paulo;SP;25;1;1;0;1;Nao;Nao;885;0;0;12
Porto Alegre;RS;110;3;3;0;1;Sim;Nao;3250;400;75;48
Sao Paulo;SP;80;2;2;1;12;Sim;Nao;10000;1200;109;127
Sao Paulo;SP;260;3;5;0;1;Sim;Nao;9000;0;634;136
Sao Paulo;SP;50;2;2;1;10;Sim;Nao;2700;624;82;35
Campinas;SP;60;2;1;1;1;Nao;Nao;815;430;20;6
Sao Paulo;SP;400;3;6;6;1;Sim;Sim;6500;0;375;98
Sao Paulo;SP;113;2;1;1;4;Sim;Nao;3000;1000;50;39
Sao Paulo;SP;400;4;4;6;8;Sim;Nao;8000;3900;1750;102
Porto Alegre;RS;64;2;2;2;6;Sim;Nao;2250;450;50;33
Sao Paulo;SP;82;2;1;2;10;Sim;Sim;3100;2020;333;40
Sao Paulo;SP;65;2;1;3;9;Sim;Nao;2000;800;217;26
Porto Alegre;RS;128;4;3;2;3;Sim;Nao;4900;1160;409;88
Sao Paulo;SP;38;1;1;0;1;Nao;Nao;950;60;0;13
Campinas;SP;175;3;2;0;1;Nao;Nao;2000;0;0;31
Sao Paulo;SP;107;3;3;2;3;Sim;Nao;4500;1600;417;58
Rio De Janeiro;RJ;257;4;3;2;3;Sim;Sim;3800;3250;709;49
Sao Paulo;SP;35;1;1;1;2;Nao;Sim;3250;550;30;42
Sao Paulo;SP;463;4;7;6;1;Sim;Nao;12000;0;1264;181
Rio De Janeiro;RJ;40;2;1;0;7;Sim;Nao;920;335;55;12
Belo Horizonte;MG;297;4;2;3;6;Sim;Nao;1870;2000;209;15
Sao Paulo;SP;137;3;3;1;9;Sim;Sim;5500;1247;303;70
Rio De Janeiro;RJ;35;1;1;0;10;Nao;Nao;1200;498;80;16
Rio De Janeiro;RJ;128;3;3;1;8;Sim;Sim;3500;950;242;46
Belo Horizonte;MG;59;2;1;1;2;Sim;Nao;1250;190;70;17
Rio De Janeiro;RJ;400;4;4;2;1;Sim;Nao;11480;634;1357;175
Rio De Janeiro;RJ;100;3;2;1;5;Nao;Nao;4500;980;125;58
Rio De Janeiro;RJ;50;1;1;0;10;Sim;Sim;2200;680;85;29
Porto Alegre;RS;80;2;2;1;5;Sim;Sim;1900;740;120;28
Belo Horizonte;MG;68;2;2;2;4;Sim;Nao;1650;230;154;22
Sao Paulo;SP;32;1;1;1;22;Sim;Sim;2000;2000;416;26
Rio De Janeiro;RJ;161;3;3;3;14;Sim;Nao;4500;1300;640;58
Sao Paulo;SP;85;2;2;0;1;Sim;Nao;1700;0;0;26
Sao Paulo;SP;100;2;2;0;1;Sim;Nao;2500;0;274;38
Sao Paulo;SP;136;3;4;3;7;Sim;Nao;5000;1400;117;64
Sao Paulo;SP;362;4;5;2;1;Sim;Nao;7000;0;834;106
Sao Paulo;SP;276;3;3;4;15;Sim;Sim;6500;3600;1650;83
Rio De Janeiro;RJ;22;1;1;0;2;Nao;Nao;1322;50;59;16
Porto Alegre;RS;60;2;1;0;1;Sim;Nao;980;114;42;15
Sao Paulo;SP;500;4;7;8;1;Sim;Nao;9250;0;1167;140
Porto Alegre;RS;65;1;1;1;3;Sim;Nao;980;426;38;15
Sao Paulo;SP;56;2;1;1;11;Sim;Nao;2600;350;0;33
Sao Paulo;SP;35;1;1;1;4;Nao;Sim;2840;300;10;36
Porto Alegre;RS;98;3;2;2;4;Nao;Nao;2550;700;100;38
Sao Paulo;SP;45;1;1;0;1;Nao;Nao;950;0;30;15
Porto Alegre;RS;48;2;1;1;2;Sim;Nao;800;300;35;12
Campinas;SP;48;1;1;1;4;Sim;Sim;1500;490;42;20
Sao Paulo;SP;114;2;3;1;1;Sim;Sim;7010;902;167;89
Belo Horizonte;MG;197;4;2;3;3;Sim;Nao;4250;850;400;57
Belo Horizonte;MG;200;4;1;2;4;Sim;Nao;2500;345;209;34
Belo Horizonte;MG;110;3;2;0;1;Sim;Nao;2500;0;0;41
Sao Paulo;SP;300;2;4;2;1;Sim;Nao;6000;0;419;91
Belo Horizonte;MG;120;3;1;1;6;Nao;Nao;1900;1140;140;26
Porto Alegre;RS;40;1;1;0;3;Sim;Sim;1084;370;46;16
Sao Paulo;SP;92;2;1;1;7;Nao;Sim;3950;690;0;51
Sao Paulo;SP;140;3;2;2;3;Sim;Nao;5500;1640;583;70
Sao Paulo;SP;244;4;3;4;2;Sim;Nao;7000;3460;1000;89
Porto Alegre;RS;59;2;1;0;3;Sim;Nao;1000;326;42;15
Rio De Janeiro;RJ;35;1;1;0;3;Sim;Nao;791;0;30;11
Sao Paulo;SP;120;3;2;3;16;Sim;Nao;2000;1400;292;26
Sao Paulo;SP;248;4;5;4;1;Nao;Nao;9100;2500;250;116
Sao Paulo;SP;63;2;2;1;17;Sim;Nao;1690;783;27;22
Sao Paulo;SP;45;1;1;1;8;Sim;Nao;1800;694;172;23
Sao Paulo;SP;129;2;3;2;16;Sim;Sim;2376;1100;334;38
Sao Paulo;SP;300;3;3;8;1;Sim;Nao;4675;0;400;71
Sao Paulo;SP;29;1;1;1;4;Nao;Sim;2200;650;118;28
Belo Horizonte;MG;100;3;2;1;2;Sim;Nao;1300;745;119;18
Sao Paulo;SP;153;4;3;3;3;Sim;Nao;5500;2500;700;70
Campinas;SP;87;2;1;1;4;Sim;Nao;1200;780;52;16
Sao Paulo;SP;75;1;1;2;8;Sim;Sim;7000;976;323;89
Rio De Janeiro;RJ;300;4;4;2;3;Sim;Nao;12750;4100;1334;165
Porto Alegre;RS;48;1;1;0;4;Sim;Nao;700;340;300;11
Sao Paulo;SP;56;2;2;1;4;Sim;Nao;2000;500;0;26
Campinas;SP;71;2;1;1;7;Sim;Nao;977;670;114;13
Sao Paulo;SP;84;4;1;3;5;Nao;Nao;6000;1914;804;77
Sao Paulo;SP;208;3;4;3;1;Nao;Nao;3490;0;476;53
Sao Paulo;SP;100;1;2;1;13;Nao;Nao;6000;1520;348;77
Sao Paulo;SP;84;3;2;2;7;Sim;Sim;2200;540;71;28
Sao Paulo;SP;145;4;3;2;1;Sim;Nao;4800;1644;500;61
Sao Paulo;SP;300;4;3;2;1;Sim;Sim;15000;0;1040;226
Sao Paulo;SP;65;2;2;1;12;Nao;Sim;6000;980;250;77
Sao Paulo;SP;27;1;1;0;1;Nao;Nao;836;0;0;13
Rio De Janeiro;RJ;102;3;2;1;2;Sim;Nao;1350;1900;140;18
Campinas;SP;60;2;1;1;1;Nao;Sim;2848;385;64;37
Porto Alegre;RS;60;1;1;0;1;Sim;Nao;1286;230;70;19
Rio De Janeiro;RJ;50;1;1;0;10;Sim;Nao;1620;520;0;21
Sao Paulo;SP;97;3;1;1;10;Sim;Nao;2300;762;25;30
Sao Paulo;SP;52;1;2;1;19;Sim;Nao;5000;1100;210;64
Sao Paulo;SP;373;4;4;3;12;Sim;Nao;12750;4500;1417;162
Sao Paulo;SP;157;4;3;2;1;Sim;Nao;6608;0;492;100
Campinas;SP;68;3;1;1;2;Sim;Nao;1100;555;50;14
Sao Paulo;SP;172;4;4;3;15;Sim;Sim;8800;1650;890;112
Sao Paulo;SP;64;2;2;2;25;Nao;Nao;3500;865;0;45
Rio De Janeiro;RJ;41;1;1;0;9;Sim;Nao;1700;800;85;22
Rio De Janeiro;RJ;106;2;2;1;2;Sim;Nao;2850;900;296;37
Belo Horizonte;MG;150;4;2;3;1;Sim;Sim;3300;900;340;44
Belo Horizonte;MG;135;4;2;2;4;Sim;Nao;3500;450;117;47
Sao Paulo;SP;350;4;6;6;1;Sim;Sim;9600;0;1367;145
Belo Horizonte;MG;360;3;1;3;1;Sim;Nao;1500;0;142;25
Sao Paulo;SP;700;4;7;8;1;Sim;Sim;15000;0;2250;226
Rio De Janeiro;RJ;100;2;2;1;6;Sim;Sim;8900;2400;380;115
Belo Horizonte;MG;50;1;1;2;4;Sim;Nao;1200;300;0;16
Sao Paulo;SP;55;3;1;1;3;Sim;Nao;1300;458;0;17
Sao Paulo;SP;215;4;4;2;10;Nao;Nao;6000;1950;834;77
Sao Paulo;SP;287;3;2;5;1;Sim;Nao;15000;0;0;226
Sao Paulo;SP;58;2;1;1;3;Sim;Sim;1500;383;43;20
Sao Paulo;SP;90;3;2;2;10;Sim;Nao;1600;850;300;21
Sao Paulo;SP;200;3;3;3;1;Sim;Nao;3315;0;241;50
Sao Paulo;SP;65;3;2;1;8;Sim;Nao;2200;650;5;28
Sao Paulo;SP;820;4;6;6;1;Sim;Nao;10000;2500;2500;151
Sao Paulo;SP;102;2;1;0;3;Sim;Nao;2000;538;109;26
Rio De Janeiro;RJ;108;3;2;2;3;Sim;Nao;4500;2000;442;58
Sao Paulo;SP;86;3;2;2;6;Sim;Sim;3100;800;203;40
Campinas;SP;210;6;3;0;1;Sim;Nao;4200;0;0;64
Belo Horizonte;MG;140;4;2;2;4;Sim;Nao;4200;995;462;56
Sao Paulo;SP;220;4;4;3;2;Sim;Nao;4500;2500;1042;58
Campinas;SP;66;2;1;1;1;Sim;Nao;1100;265;34;14
Sao Paulo;SP;389;4;5;6;4;Sim;Nao;8500;4000;1834;108
Sao Paulo;SP;80;3;3;1;11;Nao;Nao;1700;934;25;22
Sao Paulo;SP;78;2;2;1;1;Sim;Nao;2200;792;148;28
Sao Paulo;SP;178;4;2;5;1;Sim;Nao;6000;0;459;91
Sao Paulo;SP;47;2;1;1;4;Sim;Nao;1140;565;64;15
Belo Horizonte;MG;160;4;1;1;1;Sim;Nao;2150;0;0;36
Rio De Janeiro;RJ;25;1;1;0;1;Sim;Nao;700;50;0;10
Sao Paulo;SP;80;2;2;2;1;Sim;Nao;1700;50;177;26
Sao Paulo;SP;144;3;3;2;1;Sim;Sim;5000;0;109;76
Campinas;SP;400;5;7;4;5;Sim;Nao;7900;3200;888;101
Belo Horizonte;MG;100;3;2;1;1;Sim;Nao;14500;0;423;238
Sao Paulo;SP;48;2;1;0;2;Sim;Nao;1150;90;90;15
Sao Paulo;SP;64;3;2;2;16;Sim;Nao;1530;500;34;20
Porto Alegre;RS;50;2;1;0;1;Sim;Nao;700;100;100;11
Sao Paulo;SP;50;1;1;1;11;Sim;Sim;5156;1140;117;66
Sao Paulo;SP;60;2;2;1;5;Sim;Nao;1465;700;100;19
Rio De Janeiro;RJ;180;3;2;1;2;Sim;Nao;4800;2000;377;62
Sao Paulo;SP;339;3;3;4;1;Sim;Nao;3880;0;353;59
Campinas;SP;54;1;1;1;5;Sim;Sim;2350;751;127;30
Sao Paulo;SP;420;4;6;4;10;Sim;Nao;12000;5700;3167;153
Campinas;SP;350;4;5;4;1;Sim;Nao;8000;680;417;121
Sao Paulo;SP;72;2;2;2;6;Nao;Nao;3060;800;250;39
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;800;0;59;13
Sao Paulo;SP;450;4;4;4;1;Sim;Nao;11000;0;1417;166
Rio De Janeiro;RJ;60;2;1;0;6;Nao;Sim;2900;800;92;38
Sao Paulo;SP;160;2;3;3;1;Sim;Nao;7500;0;417;113
Belo Horizonte;MG;450;4;4;5;10;Nao;Nao;13500;2200;1130;180
Sao Paulo;SP;265;3;4;3;1;Sim;Sim;3490;0;450;53
Sao Paulo;SP;103;3;1;3;2;Sim;Nao;3400;1054;94;44
Sao Paulo;SP;60;2;2;1;8;Sim;Nao;1650;640;0;21
Sao Paulo;SP;136;3;3;3;15;Sim;Sim;7900;1450;490;101
Belo Horizonte;MG;45;2;1;1;5;Nao;Nao;750;227;28;10
Sao Paulo;SP;206;3;3;4;25;Sim;Nao;12500;1800;758;159
Sao Paulo;SP;229;4;2;3;2;Sim;Sim;5500;1100;409;70
Campinas;SP;70;1;2;1;2;Nao;Nao;1000;450;35;13
Sao Paulo;SP;130;3;2;0;18;Sim;Sim;4500;1386;574;58
Campinas;SP;87;2;1;0;10;Sim;Nao;1100;415;82;14
Sao Paulo;SP;200;4;5;3;7;Nao;Nao;6000;2750;250;77
Rio De Janeiro;RJ;50;1;1;1;2;Sim;Nao;1320;170;0;18
Sao Paulo;SP;120;3;2;1;1;Sim;Nao;3000;0;495;46
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;1300;600;111;17
Sao Paulo;SP;54;2;1;1;1;Sim;Nao;1800;600;129;23
Sao Paulo;SP;48;2;1;0;2;Sim;Nao;1350;100;0;18
Sao Paulo;SP;149;3;4;3;7;Sim;Sim;6000;1300;550;77
Sao Paulo;SP;45;2;1;1;14;Sim;Nao;1500;270;82;20
Sao Paulo;SP;76;2;2;2;4;Nao;Nao;2650;850;130;34
Sao Paulo;SP;60;2;1;0;3;Sim;Nao;1850;487;0;24
Sao Paulo;SP;118;3;3;2;5;Nao;Nao;9000;1800;352;115
Sao Paulo;SP;200;2;3;1;2;Nao;Sim;13000;2300;625;165
Sao Paulo;SP;200;2;2;1;1;Sim;Nao;5000;0;0;76
Sao Paulo;SP;138;3;4;2;18;Sim;Sim;10000;1500;527;127
Sao Paulo;SP;53;2;1;1;8;Sim;Sim;1200;950;0;16
Porto Alegre;RS;61;1;1;1;13;Sim;Sim;3800;1237;104;56
Sao Paulo;SP;135;3;3;2;7;Nao;Sim;2800;1855;641;36
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;750;0;25;12
Sao Paulo;SP;34;1;1;1;9;Nao;Nao;1300;1200;100;17
Sao Paulo;SP;218;3;3;3;17;Nao;Nao;4000;2300;775;51
Sao Paulo;SP;400;3;5;4;20;Sim;Sim;10000;3500;1250;127
Belo Horizonte;MG;25;1;1;1;1;Nao;Nao;550;0;84;8
Porto Alegre;RS;360;5;3;3;1;Sim;Nao;3500;0;0;63
Sao Paulo;SP;72;2;1;1;9;Sim;Nao;2630;990;378;34
Sao Paulo;SP;45;2;1;1;17;Sim;Nao;1600;300;34;21
Belo Horizonte;MG;340;3;5;5;1;Sim;Nao;4600;0;211;76
Sao Paulo;SP;130;3;3;2;1;Sim;Nao;3100;0;130;47
Sao Paulo;SP;72;3;2;2;15;Sim;Nao;3000;616;245;39
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;900;0;0;14
Sao Paulo;SP;100;2;2;0;8;Nao;Sim;4999;1100;50;64
Sao Paulo;SP;270;3;2;4;21;Sim;Nao;13000;3200;1250;165
Belo Horizonte;MG;60;2;1;1;3;Sim;Nao;1325;122;0;18
Belo Horizonte;MG;46335;4;8;5;11;Sim;Sim;8500;960;646;114
Belo Horizonte;MG;700;3;3;8;1;Sim;Nao;10000;0;807;164
Sao Paulo;SP;550;4;5;0;1;Sim;Nao;8800;2700;0;112
Belo Horizonte;MG;21;1;1;1;2;Nao;Nao;980;1000;0;14
Sao Paulo;SP;55;1;2;1;17;Sim;Nao;3800;777;100;49
Sao Paulo;SP;40;1;2;1;28;Nao;Sim;4200;1935;318;54
Belo Horizonte;MG;50;1;1;1;12;Nao;Sim;1500;571;100;20
Sao Paulo;SP;52;1;1;1;15;Sim;Sim;3950;650;290;51
Sao Paulo;SP;46;2;1;1;6;Sim;Nao;1434;280;9;19
Belo Horizonte;MG;20;1;1;1;1;Sim;Sim;1100;0;0;15
Sao Paulo;SP;50;1;1;0;1;Sim;Nao;1050;0;59;16
Rio De Janeiro;RJ;49;1;2;1;10;Sim;Nao;2400;761;133;31
Porto Alegre;RS;440;3;2;3;6;Nao;Nao;10500;100;84;154
Porto Alegre;RS;59;2;1;1;2;Sim;Nao;900;382;62;14
